PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
20199147,SDS,12/02/2019,fevereiro,Concluído no Prazo,Solicito os casos de violação da dignidade sexual registradas pela polícia do Estado de Pernambuco nos dias que precederam e durante o Carnaval de 2017 (23 de fevereiro a 1 de março de 2017). Discricionar por:1 - Data2 - Localização (Bairro e rua)3 - Tipo de agressão:3.1- Assédio sexual;3.2- Estupro3.3- Estupro de vulnerável;3.4- Violação sexual mediante fraude e;3.5- Importunação ofensiva ao pudor;- Informações da vítima e autor disponíveis.,Segurança Pública,"""Relatório nº 171/2019-GACE/SDS, datado de 12 de março de 2019; acostado do Termo de Classificação de Informação - TCI nº 01/2015"" Obs.1 : A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. As Classificações: Violação sexual mediante fraude e; Importunação ofensiva ao pudor, constantes em vosso Pedido, não fazem parte do banco de dados da GACE. Desta forma, estão impossibilitadas de serem fornecidas, pois, tais dados não existem de forma consolidada nesta Secretaria;Obs.2: O Termo de Classificação de Informação ? TCI nº 01/2015, impede a divulgação de dados de criminalidade por: bairros, rua e logradouros no período de 05 (cinco) anos.Desta forma, vosso Pedido de Acesso à Informação foi respondido de forma parcial.",Acesso parcialmente concedido,Não se aplica
20199148,SDS,12/02/2019,fevereiro,Concluído no Prazo,Solicito os casos de violação da dignidade sexual registradas pela polícia do Estado Pernambuco nos dias que precederam e durante o Carnaval 2016 (1 a 9 de fevereiro de 2016). Discricionar por:1 - Data2 - Localização (Bairro e rua)3 - Tipo de agressão:3.1- Assédio sexual;3.2- Estupro3.3- Estupro de vulnerável;3.4- Violação sexual mediante fraude e;3.5- Importunação ofensiva ao pudor;- Informações da vítima e autor disponíveis.,Segurança Pública,"""Relatório nº 170/2019-GACE/SDS, datado de 12 de março de 2019; acostado do Termo de Classificação de Informação - TCI nº 01/2015"" Obs.1 : A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. As Classificações: Violação sexual mediante fraude e; Importunação ofensiva ao pudor, constantes em vosso Pedido, não fazem parte do banco de dados da GACE. Desta forma, estão impossibilitadas de serem fornecidas, pois, tais dados não existem de forma consolidada nesta Secretaria;Obs.2: O Termo de Classificação de Informação ? TCI nº 01/2015, impede a divulgação de dados de criminalidade por: bairros, rua e logradouros no período de 05 (cinco) anos.Desta forma, vosso Pedido de Acesso à Informação foi respondido de forma parcial.",Acesso parcialmente concedido,Não se aplica
201911858,PCPE,12/02/2019,fevereiro,Concluído Fora do Prazo,1 - Quantos Delegados de Polícia Civil se aposentaram de 2016 até a presente data?2 - Quantos Delegados de Polícia Civil já tem 30 anos de contribuição previdenciária?,Servidores,Planilha em Excel oriunda da Divisão de Cadastro de Pessoal da PCPE?.,Acesso concedido,Não se aplica
201911882,SUAPE,12/02/2019,fevereiro,Concluído no Prazo,"Solicitamos à empresa pública Complexo Industrial Portuário Governador Eraldo Gueiros ? SUAPE:1) contrato firmado com empresa Camil Alimentos S/A para cessão de espaço onde a empresa está instalada, no Engenho Serraria (Cabo de Santo Agostinho); e2) memorial descritivo e mapa com a localização da área objeto do contrato.",Licitações e Contratos,"Em atendimento ao Pedido de Acesso à Informação, seguem, em anexo, os arquivos solicitados.",Acesso concedido,Não se aplica
201911907,SEE,12/02/2019,fevereiro,Concluído no Prazo,"Gostaria de saber se essas pessoas nomeadas na data de 28/12/2108 tomaram posse, na disciplina de matemática na cidade de Cabo de Santo Agostinho:CLAUDECI JOSE DE ALBUQUERQUE 33SANDRELLE DE LIMA SILVA 34DIOGENES IVISON DA SILVA RUFINO 35MAYRA JUDITH DA SILVA 36LINDOLFO LIMA DE SIQUEIRA 37KLEBER LIMA DOS SANTOS 38SILVIO ROMERO TEMOTEO DA SILVA 39DEBORA MARES MEIRELES 40HEITOR DE ANDRADE BARROS 41",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela,  informo que:1.      CLAUDECI JOSE DE ALBUQUERQUE, SANDRELLE DE LIMA SILVA, DIOGENES IVISON DA SILVA RUFINO, MAYRA JUDITH DA SILVA, KLEBER LIMA DOS SANTOS e HEITOR DE ANDRADE BARROS tomaram posse.2.      LINDOLFO LIMA DE SIQUEIRA e SILVIO ROMERO TEMOTEO DA SILVA solicitaram prorrogação de posse que foi concedida pela SAD, para ambos os candidatos, por 150 dias.3.      Quanto a candidata DEBORA MARES MEIRELES não há registro de posse nem de prorrogação até a presente data.",Acesso concedido,Não se aplica
201911934,SES,12/02/2019,fevereiro,Concluído Fora do Prazo,"1.    SÍNTESEO requerente sagrou-se vencedor no processo licitatório CPLM nº 344/2012, Pregão Eletrônico nº 201/2012, para aquisição de 09 (nove) unidades de Carro de Emergência com Cardioversor, no valor unitário de R$ 17.000,00 (dezessete mil reais), totalizando o valor de R$153.000,00 (cento e cinquenta e três mil reais), para atender demanda da UPAE de Caruaru/PE.Em decorrência do resultado do processo licitatório, foi celebrado contrato de nº 355/2012 em 07/11/2012, cujo pedido foi empenhado no total de 09 unidades de Carro de Emergência com Cardioversor.Entretanto, não consta em nossos registros informações sobre o número de série dos equipamentos adquiridos, motivo pelo qual, necessário se faz que este r. Órgão forneça tais informações, referente aos equipamentos da marca CMOS DRAKE que compõem o patrimônio público do Estado do Pernambuco.3.    REQUERIMENTOAnte o exposto, requer, as seguintes informações:(i)    Nº de Série dos equipamentos CMOS DRAKE existentes no Estado do Pernambuco/PE",Licitações e Contratos,"Recebemos da Coordenação de Apoio e Logística dos Contratos de Gestão, resposta referente ao Pedido de Acesso á Informação de protocolo: 201911934, a qual segue por meio de anexo.""",Acesso concedido,Não se aplica
201911939,PGE,12/02/2019,fevereiro,Concluído no Prazo,Solicito à Procuradoria Geral do Estado (PGE) cópia do despacho interno nº 034/2018 exarado pela Procuradora Manuela Laurentino Carneiro Leão a respeito da formação do preço estimado do termo de referência componente do processo licitatório nº 0249.23018.CCPLE-III.PE.-0158.SAD.SEDUC.,Licitações e Contratos,"Estamos encaminhando, em anexo, o DESPACHO INTERNO Nº 034/2018.",Acesso concedido,Não se aplica
201911989,PCPE,12/02/2019,fevereiro,Concluído Fora do Prazo,"uantos pedidos (em números absolutos) de segunda via de Identidade por furto ou roubo foram realizados, por ano, de 2000 a 2018?Atenção: o pedido é que o número seja indicado para cada ano em separado.Considerar o documento  ""Aplicação da Lei de Acesso a Informação em recursos à CGU"" - Brasília, 2015.",Segurança Pública,"Correio Eletrônico oriundo do Instituto de Identificação Tavares Buril - IITB, datado de 02 de abril de 2019",Informação inexistente,Não se aplica
201912064,SEE,12/02/2019,fevereiro,Concluído no Prazo,"Gostaria de receber a relação de todos os nomes dos professores contratados de língua portuguesa da secretaria de educação de Pernambuco, da região GRE Recife Sul, de educação básica, com contrato em vigor em dezembro de 2018.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo planilha contendo a relação dos professores contratados para lecionar em Língua Portuguesa nas escolas estaduais jurisdicionadas pela GRE Recife Sul, com contratos em vigor em dezembro/2018, conforme solicitação dessa LAI.",Acesso concedido,Não se aplica
201912067,SEE,12/02/2019,fevereiro,Concluído no Prazo,"A Srª TEREZA ZENICLEIDE JESUS DE OLIVEIRA, MATRICULA N º 3546551, ESTA CONTRATADA A QUANTO TEMPO PELO ESTADO DE PERNAMBUCO?QUANDO VINCULOU-SE A SECRETARIA DE EDUCAÇÃO DE PERNAMBUCO?, E QUAL A FUNÇÃO EXERCIDA E LOTAÇÃO??QUAL A SUA REMUNERAÇÃO? RECEBE ALGUMA GRATIFICAÇÃO?A QUAL CARGA HORÁRIA ESTA SUBMETIDA ENTRE OS ANOS DE 2013 A 2019?",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, informo que a servidora em questão foi contratada para atuar como professora na rede estadual de ensino, sendo admitida no período de 01/08/2013 até 31/12/2019, estando ativa até os dias atuais. Outrossim, informo que a servidora em questão vem cumprindo 150 horas aulas na Escola de Referência em Ensino Médio Francisco Pires no município de Mirandiba. Ademais, cumpre informar que a servidora não recebeu no período supramencionado nenhuma gratificação.",Acesso concedido,Não se aplica
201912071,SEE,12/02/2019,fevereiro,Concluído no Prazo,"A Srª PATRICIA TEIXEIRA DO CARMO, MATRICULA N º 3571041, ESTA CONTRATADA A QUANTO TEMPO PELO ESTADO DE PERNAMBUCO?QUANDO VINCULOU-SE A SECRETARIA DE EDUCAÇÃO DE PERNAMBUCO?, E QUAL A FUNÇÃO EXERCIDA E LOTAÇÃO??QUAL A SUA REMUNERAÇÃO? RECEBE ALGUMA GRATIFICAÇÃO?A QUAL CARGA HORÁRIA ESTA SUBMETIDA ENTRE OS ANOS DE 2013 A 2019?",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, informo que a servidora em questão foi contratada para lecionar na disciplina de Braile no período de 04/11/2013 até 01/05/2014, cumprido 200 horas aulas na Escola Barão de Vera Cruz no município de Igarassu. Ademais, cumpre informar que a servidora não recebeu no período supramencionado nenhuma gratificação.",Acesso concedido,Não se aplica
201912204,SEE,12/02/2019,fevereiro,Concluído Fora do Prazo,"Solicito a relação de professores contratados do estado, da disciplina de Educação Física, da cidade de Surubim-PE. Com a data de contratação e fim de contrato.""",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo, dados apresentados pela Gerência de Desenvolvimento de Pessoas, setor desta Secretaria de Educação e Esportes, contendo as informações solicitadas.",Acesso concedido,Não se aplica
201912298,CONDEPE/FIDEM,13/02/2019,fevereiro,Concluído no Prazo,"Composição e cópia da norma legal que instituiu :-Conselho de Desenvolvimento Metropolitano-Conselho Consultivo Metropolitano-Comitê Executivo MetropolitanoAlem dessas informações, tambem solicito o regimento Interno do Sistema Gestor Metropolitano e o Anteprojeto do Plano de Desenvolvimento Urbano Integrado - PDUI",Informações institucionais,"Segue anexo, a resposta ao Pedido de Acesso à Informação registrado sob o nº 201912298, enviada pela Autoridade Administrativa da Lei de Acesso à Informação-LAI, Sr. Paulo José da Rocha Pereira, desta Agência de Planejamento e Pesquisas de Pernambuco ? Agência Condepe/Fidem.",Acesso concedido,Não se aplica
201912316,ADAGRO,13/02/2019,fevereiro,Concluído no Prazo,"Solicito informações sobre a quantidade de cargos/empregos/funções OCUPADOS e VAGOS na ADAGRO que exigem o Diploma de nível Técnico em Agropecuária ou em Técnico Agrícola.Exemplo: Técnicos Agrícola, Assistente de Defesa Agropecuária,Técnico em Agropecuária, entre outros.Ressalta-se que a solicitação engloba não apenas servidores, mas também empregados admitidos mediante seleção simplificada, contrato, servidores cedidos à ADAGRO, entre outros.",Servidores,"Existem 18 cargos de técnico agrícola, todos de contrato temporário, conforme portaria conjunta SAD/SDA n°112 de 24/08/2016, publicada em 25/08/2016.",Acesso concedido,Não se aplica
201912389,SES,13/02/2019,fevereiro,Concluído no Prazo,Gostaria de saber a informação referente ao quantitativo de fiscais farmacêuticos da vigilância sanitária que atuam na Geres II.,Servidores,"Recebemos resposta da APEVISA/Agência Pernambucana de Vigilância Sanitária/SES/PE, Dr. Josemaryson Damasceno Bezerra, referente ao Pedido de Acesso á Informação de protocolo: 201912389, a qual segue por meio de anexo.""",Acesso concedido,Não se aplica
201912404,SEE,13/02/2019,fevereiro,Concluído no Prazo,"Gostaria de todos os nomes dos professores contratados de Língua Portuguesa da secretaria de educação de pernambuco, da região de Ferreiros, de educação básica, com contrato em vigor em de de 2018.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo planilha contendo a relação dos professores contratados para lecionar em Língua Portuguesa nas escolas estaduais de Pernambuco para atuar no município de Ferreiros, em educação básica, com contratos em vigor em dezembro/2018, conforme solicitação dessa LAI.",Acesso concedido,Não se aplica
